event_id,Source,Classification code,Date reported (from filename),Impact start date,Impact end date,Extracted impact description,Places affected,SP_NAME,MP_NAME,Metropolitan/District area,Direct quote,Source document full name (on CASCADE G-DRIVE),Link to the online source,Publication title,Reviewer initials,Impact date verified,Place name verified,Notes (if issues identified),ValidationSheet,year,impact_category_label,sp_norm,mp_norm,mn_norm
EVT-00058,SAWS,1.3,2012-06-01,2012-06-07,2012-06-08,Extensive ground floor flooding of informal shacks.,Delft,,Delft,City of Cape Town,"""Extensive flooding occurred across the city of Cape Town and thousands of people were displaced when their shacks were flooded""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,Buildings/homes/roads flooded or damaged,,delft,city of cape town
EVT-00059,SAWS,1.3,2012-06-01,2012-06-07,2012-06-08,Extensive ground floor flooding of informal shacks.,Egoli,,Philippi,City of Cape Town,"""Extensive flooding occurred across the city of Cape Town and thousands of people were displaced when their shacks were flooded""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,Buildings/homes/roads flooded or damaged,,philippi,city of cape town
EVT-00060,SAWS,1.3,2012-06-01,2012-06-07,2012-06-08,Extensive ground floor flooding of informal shacks.,Europe informal settlement,Europe,Gugulethu,City of Cape Town,"""Extensive flooding occurred across the city of Cape Town and thousands of people were displaced when their shacks were flooded""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,Buildings/homes/roads flooded or damaged,europe,gugulethu,city of cape town
EVT-00061,SAWS,1.3,2012-06-01,2012-06-07,2012-06-08,Extensive ground floor flooding of informal shacks.,Gugulethu,,Gugulethu,City of Cape Town,"""Extensive flooding occurred across the city of Cape Town and thousands of people were displaced when their shacks were flooded""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,Buildings/homes/roads flooded or damaged,,gugulethu,city of cape town
EVT-00062,SAWS,1.3,2012-06-01,2012-06-07,2012-06-08,Extensive ground floor flooding of informal shacks.,Hout Bay,,Hout Bay,City of Cape Town,"""Extensive flooding occurred across the city of Cape Town and thousands of people were displaced when their shacks were flooded""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,Buildings/homes/roads flooded or damaged,,hout bay,city of cape town
EVT-00063,SAWS,1.3,2012-06-01,2012-06-07,2012-06-08,Extensive ground floor flooding of informal shacks.,Kanana,Kanana,Gugulethu,City of Cape Town,"""Extensive flooding occurred across the city of Cape Town and thousands of people were displaced when their shacks were flooded""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,Buildings/homes/roads flooded or damaged,kanana,gugulethu,city of cape town
EVT-00064,SAWS,1.3,2012-06-01,2012-06-07,2012-06-08,Extensive ground floor flooding of informal shacks.,Khayelitsha,,Khayelitsha,City of Cape Town,"""Extensive flooding occurred across the city of Cape Town and thousands of people were displaced when their shacks were flooded""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,Buildings/homes/roads flooded or damaged,,khayelitsha,city of cape town
EVT-00065,SAWS,1.3,2012-06-01,2012-06-07,,Parking area flooded due to rising river levels.,Observatory,Observatory,Cape Town,City of Cape Town,"""The River Club in Observatory was closed when its parking area was flooded due to the rising levels of Liesbeek River.""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,Buildings/homes/roads flooded or damaged,observatory,cape town,city of cape town
EVT-00066,SAWS,1.3,2012-06-01,2012-06-07,2012-06-08,"Major roads rendered not passable, leading to temporary closures.",Ou Kaapse Weg,,Unclear,City of Cape Town,"""Temporary road closures occurred at both Ou Kaapse Weg and Chapman's Peak.""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,Buildings/homes/roads flooded or damaged,,unclear,city of cape town
EVT-00067,SAWS,1.3,2012-06-01,2012-06-07,2012-06-08,Extensive ground floor flooding of informal shacks.,Philippi,,Philippi,City of Cape Town,"""Extensive flooding occurred across the city of Cape Town and thousands of people were displaced when their shacks were flooded""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,Buildings/homes/roads flooded or damaged,,philippi,city of cape town
EVT-00068,SAWS,1.3,2012-06-01,2012-06-07,2012-06-08,Extensive ground floor flooding of informal shacks.,Strandfontein,Strandfontein,Mitchells Plain,City of Cape Town,"""Extensive flooding occurred across the city of Cape Town and thousands of people were displaced when their shacks were flooded""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,Buildings/homes/roads flooded or damaged,strandfontein,mitchells plain,city of cape town
EVT-00069,SAWS,4.4,2012-06-01,2012-06-07,,Hundreds of shacks were flooded resulting in large-scale displacement.,Egoli informal settlement,,Philippi,City of Cape Town,"""In the Europe informal settlement 250 shacks were flooded resulting in the dis-placement of at last 750 people, in the Kanana informal settlement 266 shacks were flooded with 800 people being displaced, and in the Egoli informal settlement 250 shacks were flooded and 1000 people displaced.""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,People displaced/homeless,,philippi,city of cape town
EVT-00070,SAWS,4.4,2012-06-01,2012-06-07,,Hundreds of shacks were flooded resulting in large-scale displacement.,Europe informal settlement,Europe,Gugulethu,City of Cape Town,"""In the Europe informal settlement 250 shacks were flooded resulting in the dis-placement of at last 750 people, in the Kanana informal settlement 266 shacks were flooded with 800 people being displaced, and in the Egoli informal settlement 250 shacks were flooded and 1000 people displaced.""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,People displaced/homeless,europe,gugulethu,city of cape town
EVT-00071,SAWS,4.4,2012-06-01,2012-06-07,,Hundreds of shacks were flooded resulting in large-scale displacement.,Kanana informal settlement,,Gugulethu,City of Cape Town,"""In the Europe informal settlement 250 shacks were flooded resulting in the dis-placement of at last 750 people, in the Kanana informal settlement 266 shacks were flooded with 800 people being displaced, and in the Egoli informal settlement 250 shacks were flooded and 1000 people displaced.""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,People displaced/homeless,,gugulethu,city of cape town
EVT-00072,SAWS,4.6,2012-06-01,2012-06-07,2012-06-08,Taxi passengers sustained injuries in a road accident.,"Modderdam Road, Cape Town",,Bishop Lavis / Gugulethu/ Bellville / Epping / Matroosfontein corridor (Unclear),City of Cape Town,"""...with 2 passengers also being injured...""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,Other / needs review,,bishop lavis gugulethu bellville epping matroosfontein corridor unclear,city of cape town
EVT-00073,SAWS,4.7,2012-06-01,2012-06-07,,A driver was seriously injured in a collision occurring in poor visibility.,Du Toit's Kloof Pass,,,Cape Winelands,"""In a separate accident also between two heavy-duty trucks colliding head on in the Du Toit's Kloof Pass outside the Huguenot Tunnel, the driver of one of the trucks died while the other driver was seriously injured and taken to hospital.""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,Other / needs review,,,cape winelands
EVT-00074,SAWS,4.7,2012-06-01,2012-06-07,2012-06-08,A passenger was seriously injured when a truck overturned during rainy weather.,Ou Kaapse Weg,,Unclear,City of Cape Town,"""...while a passenger in a truck was seriously injured when it overturned on the Ou Kaapse Weg.""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,Other / needs review,,unclear,city of cape town
EVT-00075,SAWS,4.8,2012-06-01,2012-06-07,,A truck driver died in a head-on collision during poor weather.,Du Toit's Kloof Pass,,,Cape Winelands,"""In a separate accident also between two heavy-duty trucks colliding head on in the Du Toit's Kloof Pass outside the Huguenot Tunnel, the driver of one of the trucks died while the other driver was seriously injured and taken to hospital.""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,Other / needs review,,,cape winelands
EVT-00076,SAWS,4.8,2012-06-01,2012-06-07,2012-06-08,A man was killed by a taxi during flooding and rain conditions.,Modderdam Road,,Bishop Lavis / Gugulethu/ Bellville / Epping / Matroosfontein corridor (Unclear),City of Cape Town,"""A man died after he was hit by a taxi on Modderdam Road with 2 passengers also being injured""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,Other / needs review,,bishop lavis gugulethu bellville epping matroosfontein corridor unclear,city of cape town
EVT-00077,SAWS,4.8,2012-06-01,2012-06-07,,Two fatalities occurred in a road accident during heavy rain and poor visibility.,"R45 near Voëlvlei Dam, Wellington",,,Cape Winelands,"""Two men died when two heavy-duty trucks col-lided on the R45 near Voëlvlei Dam outside Wellington.""",20120601_SAWS_Khayelitsha_Observatory_Liesbeek_Kanana_Delft_Philippi.pdf,https://journals.co.za/doi/epdf/10.10520/EJC123512,,,,,,SAWSValidation,2012,Other / needs review,,,cape winelands
EVT-00078,SAWS,1.2,2012-07-01,2012-07-06,2012-07-08,Blocked drains and overflowing sewage required municipal attention.,Cape Town,,Cape Town,City of Cape Town,"""Furthermore 839 incidents involving blocked drains and overflowing sewage were also attended to by the municipality.""",20120701_SAWS_Khayelitsha_Blackheath_Observatory_Kuilsriver_Liesbeck.pdf,https://journals.co.za/doi/epdf/10.10520/EJC124467,,,,,,SAWSValidation,2012,Flooding of yards / low-lying areas,,cape town,city of cape town
EVT-00079,SAWS,1.7,2012-07-01,2012-07-06,2012-07-08,Over a hundred structures suffered damage during heavy rain conditions.,Happy Valley informal settlement,,Blackheath,City of Cape Town,"""Assistance was also rendered to about 582 people in Blackheath at Happy Valley informal settle-ment where at least 132 structures were damaged.""",20120701_SAWS_Khayelitsha_Blackheath_Observatory_Kuilsriver_Liesbeck.pdf,https://journals.co.za/doi/epdf/10.10520/EJC124467,,,,,,SAWSValidation,2012,Other / needs review,,blackheath,city of cape town
EVT-00080,SAWS,3.7,2012-07-01,2012-07-14,,Geomorphic intervention through the breaching of river mouths to manage flood risk.,Great Brak River,,,Garden Route,"""The Great Brak and Touws River mouths were breached to minimize the risk of flooding to properties next to the rivers and estuaries.""",20120701_SAWS_Khayelitsha_Blackheath_Observatory_Kuilsriver_Liesbeck.pdf,https://journals.co.za/doi/epdf/10.10520/EJC124467,,,,,,SAWSValidation,2012,Road closure / transport disruption,,,garden route
EVT-00081,SAWS,3.7,2012-07-01,2012-07-14,,Geomorphic intervention through the breaching of river mouths to manage flood risk.,Touws River,,,Central Karoo,"""The Great Brak and Touws River mouths were breached to minimize the risk of flooding to properties next to the rivers and estuaries.""",20120701_SAWS_Khayelitsha_Blackheath_Observatory_Kuilsriver_Liesbeck.pdf,https://journals.co.za/doi/epdf/10.10520/EJC124467,,,,,,SAWSValidation,2012,Road closure / transport disruption,,,central karoo
EVT-00082,SAWS,4.4,2012-07-01,2012-07-08,,Sixty people were evacuated for safety due to rising river levels.,"River Club, Observatory",Observatory,Cape Town,City of Cape Town,"""due to the rising water level of the Liesbeek River, about 60 people were evacuated from the River Club premises in Observatory for safety reasons on the 8th.""",20120701_SAWS_Khayelitsha_Blackheath_Observatory_Kuilsriver_Liesbeck.pdf,https://journals.co.za/doi/epdf/10.10520/EJC124467,,,,,,SAWSValidation,2012,People displaced/homeless,observatory,cape town,city of cape town
EVT-00083,SAWS,4.4,2012-07-01,2012-07-14,,Homes were evacuated in Melkhoutfontein due to flooding.,Melkhoutfontein,,,Garden Route,"""Seven homes were evacuated in Melkhoutfontein in the southern Cape due to flooding...""",20120701_SAWS_Khayelitsha_Blackheath_Observatory_Kuilsriver_Liesbeck.pdf,https://journals.co.za/doi/epdf/10.10520/EJC124467,,,,,,SAWSValidation,2012,People displaced/homeless,,,garden route
EVT-00084,SAWS,4.4,2012-07-01,2012-07-14,,Sixty-eight people were evacuated from their flooded homes.,Van Wyksdorp,,,Garden Route,"""while in Van Wyksdorp 68 people were evacuated after their homes were flooded.""",20120701_SAWS_Khayelitsha_Blackheath_Observatory_Kuilsriver_Liesbeck.pdf,https://journals.co.za/doi/epdf/10.10520/EJC124467,,,,,,SAWSValidation,2012,People displaced/homeless,,,garden route
EVT-00085,SAWS,4.5,2012-07-01,2012-07-07,2012-07-08,Disaster management teams assisted thousands of people affected by heavy rain.,BM section,,Khayelitsha,City of Cape Town,"""According to reports at least 707 households were assisted by the city's disaster management team helping nearly 1 600 people on the 7th and more than 970 people on the 8th who were affected by the heavy rain.""",20120701_SAWS_Khayelitsha_Blackheath_Observatory_Kuilsriver_Liesbeck.pdf,https://journals.co.za/doi/epdf/10.10520/EJC124467,,,,,,SAWSValidation,2012,Other / needs review,,khayelitsha,city of cape town
EVT-00086,SAWS,4.5,2012-07-01,2012-07-07,2012-07-08,Disaster management teams assisted thousands of people affected by heavy rain.,Cape Town,,Cape Town,City of Cape Town,"""According to reports at least 707 households were assisted by the city's disaster management team helping nearly 1 600 people on the 7th and more than 970 people on the 8th who were affected by the heavy rain.""",20120701_SAWS_Khayelitsha_Blackheath_Observatory_Kuilsriver_Liesbeck.pdf,https://journals.co.za/doi/epdf/10.10520/EJC124467,,,,,,SAWSValidation,2012,Other / needs review,,cape town,city of cape town
